state,activity,rfc,name,address,legal_rep,phone,email,address2,phone2,zip,city
JALISCO,M,DCO1004133A2,"Deseos del Corazón, A.C.","Lago Nicatagua Núm 2 - B, Col. Los Lagos, C.P. 47030, San Juan de los Lagos, Jalisco",Susana Aguilera González,3957853939,admondeseos@hotmail.com,,,47030,San Juan de los Lagos
JALISCO,A,DDA030219ND4,"DAR, Decídete a Reconstruirte, A.C.","Av. Federalismo Norte Núm 2022, Col. Guadalupana, C.P. 44220, Guadalajara, Jalisco",Celina Verónica Kishi Sutto,3823 3723 ext. 210,kishimd@yahoo.com.,,,44220,Guadalajara
JALISCO,E,DEU140331RX0,"Desarrollo para la Educación UTEG, A.C.","Av. Héroes Ferrocarrileros Núm 1300, Col. Ferrocarril, C.P. 44440, Acatic, Jalisco",Brenda Lizeth Peña Madrigal,3310863441,contacto@hgp.com.mx,,,44440,Acatic
JALISCO,A,DIH800812S90,"Desarrollo Integral Humano, A.C.","Juan Manuel Núm 1075, Col. Sector Hidalgo, C.P. 44200, Guadalajara, Jalisco",Ma. Esther Alderete Fonseca,,,,,44200,Guadalajara
JALISCO,A,DJC0907159CA,"Dignidad y Justicia en el Camino, A.C.","Madero Núm 836, Col. Americana, C.P. 44160, Guadalajara, Jalisco",Luis Enrique González Araiza,,,,,44160,Guadalajara
JALISCO,A,DLC050422UM3,"Trasplantados en el Hospital Civil Fray Antonio Alcalde, A.C.","Hospital Núm 278, Col. El Retiro, C.P. 44280, Guadalajara, Jalisco",Georgina Velazco García,,,,,44280,Guadalajara
JALISCO,M,DSE1011269F1,"Deseo Ser, A.C.","Don Bosco Núm 132, Col. Don Bosco, C.P. 45380, Amatitán, Jalisco",Jacinto Leyva Barraza,,,,,45380,Amatitán
JALISCO,A,DSE1011269F1,"Deseo Ser, A.C.","Don Bosco Núm 132, Col. Don Bosco, C.P. 45380, Amatitán, Jalisco",Jacinto Leyva Barraza,,,,,45380,Amatitán
JALISCO,M,DVM130419F60,"Decide Vivir México, A.C.","Bruselas Núm 516, Col. Moderna, C.P. 44190, Guadalajara, Jalisco",Juan José Esquivias López,331211956,grupo_corporativo@hotmail.com,,,44190,Guadalajara
JALISCO,A,DVM130419F60,"Decide Vivir México, A.C.","Bruselas Núm 516, Col. Moderna, C.P. 44190, Guadalajara, Jalisco",Juan José Esquivias López,331211956,grupo_corporativo@hotmail.com,,,44190,Guadalajara
JALISCO,A,ECF150929RK6,"Emprende, Crece y Florece, S.C.","Av. Hidalgo Núm 582, Col. Centro, C.P. 44100, Guadalajara, Jalisco",Carlos Manuel Suárez Dávalos,3336179617,emprendecrece.f@gmail.com,,,44100,Guadalajara
JALISCO,M,ECF150929RK6,"Emprende, Crece y Florece, S.C.","Av. Hidalgo Núm 582, Col. Centro, C.P. 44100, Guadalajara, Jalisco",Carlos Manuel Suárez Dávalos,3336179617,emprendecrece.f@gmail.com,,,44100,Guadalajara
JALISCO,A,ECN131003GK4,"Egresados de la Ciudad de los Niños Padre Cuellar, A.C.","Vicente Suárez Núm 1822, Col. Chapultepec Country, C.P. 44620, Guadalajara, Jalisco",Alberto Medina Orozco,3338231951,teatrobrecha@hotmail.com,,,44620,Guadalajara
JALISCO,B,EFR920926IR8,Escuela Felipe Ramírez A.C.,"Zaragoza Núm 121, Col. Centro, C.P. 47270, Encarnación de Díaz, Jalisco",Beatriz Cardona Arias,14759532055,betymcsc@hotmail.com,,,47270,Encarnación de Díaz
JALISCO,M,EHC150730TB3,"Educando para Hacer Comunidad, A.C.","Avenida Cañas Núm 3250, - 4, Col. Ls Nogalera, C.P. 44470, Guadalajara, Jalisco",Karla Ivonne Nuñez Navarro,,,,,44470,Guadalajara
JALISCO,A,EHC150730TB3,"Educando para Hacer Comunidad, A.C.","Avenida Cañas Núm 3250, - 4, Col. Ls Nogalera, C.P. 44470, Guadalajara, Jalisco",Karla Ivonne Nuñez Navarro,,,,,44470,Guadalajara
JALISCO,B,EIA0709141X6,"Escuela Ignacio Allende Rangel, A.C.","Madero Núm s/n, Col. Localidad Bajío de San José, C.P. 47280, Encarnación de Díaz, Jalisco",Yolanda Silva Martínez,4757412317,ignacioallenderangel@yahoo.com.mx,,,47280,Encarnación de Díaz
JALISCO,A,EJA161110NGA,"Encuentra-T Jalisco, A.C.","Av. Hidalgo Núm 2433, Col. Vallarta Norte, C.P. 44690, Guadalajara, Jalisco",Gamaliel Cano Martínez María José Vuilleumier Dipp,3347375323,encunetratefiscal@gmail.com,,,44690,Guadalajara
JALISCO,B,ELG9209267I5,"Escuela López y González, A.C.","Juárez Núm 125, Col. Centro, C.P. 47200, Teocaltiche, Jalisco",Alicia Alonzo Pasillas,13467872106,h_alipas73@yahoo.com.mx,,,47200,Teocaltiche
JALISCO,A,EMJ981029CP8,"Esclerósis Múltiple Jalisco, A.C.","Samuel Ramos Núm 1715, Col. Independencia Poniente, C.P. 44290, Guadalajara, Jalisco",Ana Laura Mascareño De Navarrete,,,,,44290,Guadalajara
JALISCO,B,ENE730115GH1,"Escuela Normal Esperanza, A.C.","Federación Núm 215, Col. La Perla, C.P. 44360, Guadalajara, Jalisco",Patricia Yolanda Navarro Treviño,,,,,44360,Guadalajara
JALISCO,M,ENG140722UX7,"Espiral en Narración GDL, A. C.","Monte Carmelo Núm b9, Col. Villas de San Juan, C.P. 44290, Guadalajara, Jalisco",Jessica Jiseth Cortes Cruz,,,,,44290,Guadalajara
JALISCO,A,ENG140722UX7,"Espiral en Narración GDL, A. C.","Monte Carmelo Núm b9, Col. Villas de San Juan, C.P. 44290, Guadalajara, Jalisco",Jessica Jiseth Cortes Cruz,,,,,44290,Guadalajara
JALISCO,B,ERG070914ELA,"""Escuela Rincón Gallarado"", A.C.","Morelos Núm 111, Col. Betulia, C.P. 47504, Guadalajara, Jalisco",Juana González Vázquez,14747466086,jugonvaz@yahoo.com.mx,,,47504,Guadalajara
JALISCO,A,EVI091022P32,"Esófagos Vivos, A.C.","Calle de Reforma Núm 1263, Col. Villaseñor, C.P. 44600, Guadalajara, Jalisco",Rafael Sandoval Rodríguez,33306297,admef64@hotmail.com,,,44600,Guadalajara
JALISCO,A,FAD9512078J2,"Fundación Alejandro Díaz Guerra, A.C.","Reforma Núm 2647 - piso 3, Col. Circunvalación Vallarta, C.P. 44680, Guadalajara, Jalisco",Ana María Romo Romo,3336157572,brauliotrujillo@prodigy.net.mx,,,44680,Guadalajara
JALISCO,A,FAE980715HE8,"Fundación de Apoyo para la Educación Especial, A.C.","Zaragoza Núm 280, Col. Centro  Barranquitas, C.P. 44200, Guadalajara, Jalisco",Juana  Guadalupe Arreola Villafranco,3336132910,faee_98@hotmail.com,,,44200,Guadalajara
JALISCO,M,FAE980715HE8,"Fundación de Apoyo para la Educación Especial, A.C.","Zaragoza Núm 280, Col. Centro  Barranquitas, C.P. 44200, Guadalajara, Jalisco",Juana  Guadalupe Arreola Villafranco,3336132910,faee_98@hotmail.com,,,44200,Guadalajara
JALISCO,A,FAF161116NZ5,"Fundación Alejandro Fernández, A.C.","Av. Paseo Royal Country Núm 4596 - PB-B, Col. Puerta de Hierro, C.P. 45116, Zapopan, Jalisco",Carlos Francisco de la Torre Jiménez,3336111117,victor.ramos@grupofernandez.com.mx,,,45116,Zapopan
JALISCO,A,FAM0810104F2,"Fundación Antonio Molina Alfaro, A.C.","Bogotá Núm 3007, Col. Providencia 5a Secc., C.P. 44638, Guadalajara, Jalisco",Luz   Elena Hortensia Molina de la Puente,3336411946,lcpsanchez@hotmail.com,,,44638,Guadalajara
JALISCO,H,FAR060829JP7,"Fundación Arancia, A.C.","López Cotilla Núm 2032 - Mezanine, Col. Arcos Vallarta, C.P. 44130, Guadalajara, Jalisco",Beatriz Haro Hernández,3338184800,jmedina@arancia.com.mx,,,44130,Guadalajara
JALISCO,D,FCA121220IF3,"Fundación con Causa Azul, A.C.","Prolongación López Mateos Sur Núm 7201 nave 2, Col. San Agustín, C.P. 45645, Tlajomulco de Zuñiga, Jalisco",Jorge Enrique Barrueta Vallin,13336931120,jose.alvarado@claseazul.com,,,45645,Tlajomulco de Zuñiga
JALISCO,M,FCA121220IF3,"Fundación con Causa Azul, A.C.","Prolongación López Mateos Sur Núm 7201 nave 2, Col. San Agustín, C.P. 45645, Tlajomulco de Zuñiga, Jalisco",Jorge Enrique Barrueta Vallin,13336931120,jose.alvarado@claseazul.com,,,45645,Tlajomulco de Zuñiga
JALISCO,A,FCD071026LX4,"Fundación Caminos con Destino, A.C.","Benjamin Romero Núm 33, Col. Arcos Sur, C.P. 44150, Guadalajara, Jalisco",Mariel Paredes Reynoso,3336306371,caminoscondestino@live.com.mx,,,44150,Guadalajara
JALISCO,A,FCM150715UI7,"Fomento de Ceramica Mexicana, A.C.","Calle Juan Manuel Núm 1099 - A, Col. Villaseñor, C.P. 44600, Guadalajara, Jalisco",Horacio Fernández Castillo,3337775500,,,,44600,Guadalajara
JALISCO,A,FCN110610E26,"Fundación Cnacer, A.C.","Buenos Aires Núm 2675 - int. 1, Col. Providencia, C.P. 44630, Guadalajara, Jalisco",María Guadalupe Sánchez Gómez,,,,,44630,Guadalajara
JALISCO,A,FCP120703LD0,"Fundación Checo Perez, A.C.","Corfú Núm 1336, Col. Mezquitan Country, C.P. 44260, Guadalajara, Jalisco",Juan Moisés Silva Reyes,,,,,44260,Guadalajara
JALISCO,M,FCP120703LD0,"Fundación Checo Perez, A.C.","Corfú Núm 1336, Col. Mezquitan Country, C.P. 44260, Guadalajara, Jalisco",Juan Moisés Silva Reyes,,,,,44260,Guadalajara
JALISCO,H,FCR120227E92,"Fundación CRV, A.C.","Garibaldi Núm 1740, Col. Ladrón de Guevara, C.P. 44600, Guadalajara, Jalisco",Ricardo Blanco Fenyvesi,55 5278 4330,rblanco@c-r-v.com.mx,,,44600,Guadalajara
JALISCO,D,FCV110512V90,"Festival de Cine y Video Documental Zanate, A.C.","Órbita Núm 2902, Col. Jardines del Bosque, C.P. 44520, Guadalajara, Jalisco",Carlos Eduardo Cárdenas Aguilar,3332017666,ccardenas.aguilar@gmail.com,,,44520,Guadalajara
JALISCO,M,FCH010309CJ1,"Fundación Contacto Humano para el Autismo, A.C.","Donato Guerra Núm 731 - 3, Col. Mexicaltzingo, C.P. 44180, Guadalajara, Jalisco",Ma. de los Milagros Rodríguez González,3333306879,milyrdz@hotmail.com,"20 de Noviembre Núm 906, Col. Centro, C.P. 68000, Oaxaca De Juarez, Oaxaca",01 (951) 516 37 70,44180,Guadalajara
JALISCO,A,FCH010309CJ1,"Fundación Contacto Humano para el Autismo, A.C.","Donato Guerra Núm 731 - 3, Col. Mexicaltzingo, C.P. 44180, Guadalajara, Jalisco",Ma. de los Milagros Rodríguez González,3333306879,milyrdz@hotmail.com,"20 de Noviembre Núm 906, Col. Centro, C.P. 68000, Oaxaca De Juarez, Oaxaca",01 (951) 516 37 70,44180,Guadalajara
JALISCO,H,FDC130423UQ5,"Fundación Dalton Colegio Unión, A.C.","Prisciliano Sánchez Núm 952, Col. Americana, C.P. 44160, Guadalajara, Jalisco",Lucia Marquez López,,,,,44160,Guadalajara
JALISCO,H,FDF0604274V4,"Fundación Dalton, Fundación","Avenida Américas Núm 1819 - 8, Col. Américas Colomos, C.P. 44620, Guadalajara, Jalisco",Lic. Lucia Máquez López,3338806004,,,,44620,Guadalajara
JALISCO,B,FEO000726P45,"Filantrópica y Educativa de Occidente, A.C.","Monte la Luna Núm 1235, Col. San Vicente, C.P. 44330, Guadalajara, Jalisco","Luciano Pelayo Pelayo,",33306378645,finanzas.cvg@gmail.com,,,44330,Guadalajara
JALISCO,M,FEO000726P45,"Filantrópica y Educativa de Occidente, A.C.","Monte la Luna Núm 1235, Col. San Vicente, C.P. 44330, Guadalajara, Jalisco","Luciano Pelayo Pelayo,",33306378645,finanzas.cvg@gmail.com,,,44330,Guadalajara
JALISCO,M,FES960127LH0,"Fundación Ecológica Selva Negra, A.C.","Manuel Acuña Núm 3359 - C, Col. Monraz, C.P. 44670, Guadalajara, Jalisco",José Ulises Calleros Ramos,3640 0654,selvanegra@megared.net.mx,,,44670,Guadalajara
JALISCO,F,FES960127LH0,"Fundación Ecológica Selva Negra, A.C.","Manuel Acuña Núm 3359 - C, Col. Monraz, C.P. 44670, Guadalajara, Jalisco",José Ulises Calleros Ramos,3640 0654,selvanegra@megared.net.mx,,,44670,Guadalajara
JALISCO,H,FGA130507545,"Fundación Grupo Aeroportuario del Pacífico, A.C.","AV. Mariano Otero Núm 1249 - Edif. B p6 161, Col. Rincón del Bosque, C.P. 44530, Guadalajara, Jalisco",Sergio Enrique Flores Ochoa,3338801100 ext. 273,areyana@aeropuertosgap.com.mx,,,44530,Guadalajara
JALISCO,H,FGC0905229T2,"Fundación Guadalajara Country Club, A.C.","Mar Egeo Núm 1555, Col. Country Club, C.P. 44610, Guadalajara, Jalisco",Saúl Rodríguez Méndéz,38172858,fundacioncountryclub22@hotmail.com,,,44610,Guadalajara
JALISCO,A,FIN130515BI8,"Fundación Inspira, A.C.","Calderón de la Barca Núm 89, Col. Arcos Sur, C.P. 44150, Guadalajara, Jalisco",Eulalio Martínez Corona,31463921,eulalio.marcorona@gmail.com,,,44150,Guadalajara
JALISCO,D,FJA910710G95,"Fundación Jesús Álvarez del Castillo V., A.C.","Liceo Núm 223, Col. Zona Centro, Sector Hidalgo, C.P. 44100, Guadalajara, Jalisco",Ramón Murguia Dueñas,01 3 6 414222,,,,44100,Guadalajara
JALISCO,M,FJC090915QA1,"Fundación Jalisco Construye, A.C.","Luis Manuel Rojas Núm 610, Col. Jardines Alcalde, C.P. 44290, Guadalajara, Jalisco",Adriana Minero Álvarez,443338438069,jaliama5@yahoo.com.mx,,,44290,Guadalajara
JALISCO,A,FJC090915QA1,"Fundación Jalisco Construye, A.C.","Luis Manuel Rojas Núm 610, Col. Jardines Alcalde, C.P. 44290, Guadalajara, Jalisco",Adriana Minero Álvarez,443338438069,jaliama5@yahoo.com.mx,,,44290,Guadalajara
JALISCO,A,FLC770812AG0,"Fundación López Chávez, A.C.","Plan de San Luis Núm 2066, Col. Sector Hidalgo, C.P. 44600, Guadalajara, Jalisco",Lucía López de Quirarte.,3336783010,,,,44600,Guadalajara
JALISCO,H,FLI060829F81,"Fundación Luis e Isabel, A.C.","López Cotilla Núm 2032 - Mezanine, Col. Arcos Vallarta, C.P. 44130, Guadalajara, Jalisco",Batriz Haro Hernández,33-3818-4864,asenkowski@arancia.com.mx,,,44130,Guadalajara
JALISCO,A,FLO041216KA7,"Fundación Lorena Ochoa, A.C.","Av. Morelos Núm 2179, Col. Arcos Vallarta, C.P. 44130, Guadalajara, Jalisco",Alejandro Ochoa Reyes,3338176904,alejandro@osports.com.mx,,,44130,Guadalajara
JALISCO,M,FLO041216KA7,"Fundación Lorena Ochoa, A.C.","Av. Morelos Núm 2179, Col. Arcos Vallarta, C.P. 44130, Guadalajara, Jalisco",Alejandro Ochoa Reyes,3338176904,alejandro@osports.com.mx,,,44130,Guadalajara
JALISCO,A,FMM9208042X6,"Fundación Mexicana de Medicina Paliativa y Alivio del Dolor en Cáncer, A.C.","Salvador Quevedo y Zubieta Núm 750, Col. Independencia, C.P. 44340, Guadalajara, Jalisco",Gustavo A. Montejo Rosas,3336189326,,,,44340,Guadalajara
JALISCO,A,FMS151110455,"Fundación México Solidario de los Altos, A.C.","Cerrada Privada Allende Núm 236-A, Col. Centro, C.P. 47600, Tepatitlán de Morelos, Jalisco",Rodrigo Guillermo Franco Martín del Campo,3781214328,betty35@hotmail.com,,,47600,Tepatitlán de Morelos
JALISCO,A,FMT1105188A0,"Fundación MTQ, A.C.","Cayena Núm 2558, Col. Providencia, C.P. 44630, Guadalajara, Jalisco",Margarita de la Paz Casillas González,3336306028,fundacionmtgac@mexico.com,,,44630,Guadalajara
JALISCO,A,FNI990312998,"Fundación Nice, A.C.","Ottawa Núm 1610 - 5, Col. Providencia 1a, 2a y 3a sección, C.P. 44630, Guadalajara, Jalisco",Felicitas Real Ramírez,3336161250,,,,44630,Guadalajara
JALISCO,H,FOM0809297H0,"Fundación Jorge Vergara, A.C.","Calle Francisco I. Madero Núm 5850 - A, Col. Jocotlán, C.P. 45017, Guadalajara, Jalisco",Luis Fernando Magallón Villanueva,13338803320,jvazquez@contabilidad.omnilife.com,,,45017,Guadalajara
JALISCO,A,FON890728AB6,"Fonocultura, A.C.","Manuel Acuña Núm 679, Col. Sector Hidalgo, C.P. 44200, Guadalajara, Jalisco",Salvador Cacho Robledo,13 18 62,,,,44200,Guadalajara
JALISCO,A,FOO940215CT9,"Fundación Oftalmológica de Occidente, A.C.","Av. Las Américas Núm 276, Col. Ladron de Guevara, C.P. 44680, Guadalajara, Jalisco",Oscar Cota Mendoza,3336162201,,,,44680,Guadalajara
JALISCO,A,FPA9006281V3,"Fundación Pro-ayuda Zapopan, A.C.","Alcamo Núm 3070, Col. Prados Providencia, C.P. 44670, Guadalajara, Jalisco",Irma Estela Sierra Mariscal,3336429804,,,,44670,Guadalajara
JALISCO,A,FPJ651220PE9,"Formación y Protección de la Joven, A.C.","Brasilia Núm 90, Col. Fracc. Providencia, C.P. 44660, Guadalajara, Jalisco",Elvia Salazar Rivera,,,,,44660,Guadalajara
JALISCO,A,FQO010508777,"Fibrosis Quística de Occidente, A.C.","Cordobanes Núm 2051, Col. Jardines del Country, C.P. 44210, Guadalajara, Jalisco",Jorge Humberto Camacho Delgadillo,3338231939,fqoccidente@megared.net.mx,,,44210,Guadalajara
JALISCO,A,FRM151223QV6,"Fundación Renal de México, A.C.","Av. de la Cruz Núm 240 - 29, Col. Tlaquepaque, C.P. 45570, Tepatitlán de Morelos, Jalisco",María del Carmen Ramírez Ruvalcaba,443319765773,mcrr10@hotmail.com,,,45570,Tepatitlán de Morelos
JALISCO,M,FRM151223QV6,"Fundación Renal de México, A.C.","Av. de la Cruz Núm 240 - 29, Col. Tlaquepaque, C.P. 45570, Tepatitlán de Morelos, Jalisco",María del Carmen Ramírez Ruvalcaba,443319765773,mcrr10@hotmail.com,,,45570,Tepatitlán de Morelos
JALISCO,H,FSC110325UH6,"Fundación del Sector de la Construcción Jalisco, A.C.","Av. Chapultepec Núm 70 - 8, Col. Americana, C.P. 44160, Guadalajara, Jalisco",Norma Alicia Aguilar Macías,01(33)38269486/38260572,fuscoac@hotmail.com,,,44160,Guadalajara
JALISCO,H,FSE081217MR6,"Fundación Social del Empresariado Jalisciense, A.C.","Rubén Dario Núm 1313 - 4, Col. Providencia 1a, 2a y 3a sección, C.P. 44630, Guadalajara, Jalisco",Claudia Marín de la Serna,,,,,44630,Guadalajara
JALISCO,A,FVO160804916,"Forjando Voluntades, A.C.","Concepción Loy Núm 3392, Col. Lomas de Polanco, C.P. 44960, Guadalajara, Jalisco",Sandra Cecilia Pérez Leos,,,,,44960,Guadalajara
JALISCO,M,FVO160804916,"Forjando Voluntades, A.C.","Concepción Loy Núm 3392, Col. Lomas de Polanco, C.P. 44960, Guadalajara, Jalisco",Sandra Cecilia Pérez Leos,,,,,44960,Guadalajara
JALISCO,M,GCL150630PR5,"Guadalajara Clubhouse, A.C.","Santa María Núm 3034, Col. Vallarta Norte, C.P. 44690, Guadalajara, Jalisco",Elvira Leticia Yeme Nava,3320016732,,,,44690,Guadalajara
JALISCO,A,GCL150630PR5,"Guadalajara Clubhouse, A.C.","Santa María Núm 3034, Col. Vallarta Norte, C.P. 44690, Guadalajara, Jalisco",Elvira Leticia Yeme Nava,3320016732,,,,44690,Guadalajara
JALISCO,M,GCV120224KM6,"Grupo la Creación Vs El Sida Drogas y Alcohol, A.C.","San Baltazar Núm 1297, Col. Santa María, C.P. 44350, Guadalajara, Jalisco",Juan Juárez González,3336331264,,,,44350,Guadalajara
JALISCO,A,GCV120224KM6,"Grupo la Creación Vs El Sida Drogas y Alcohol, A.C.","San Baltazar Núm 1297, Col. Santa María, C.P. 44350, Guadalajara, Jalisco",Juan Juárez González,3336331264,,,,44350,Guadalajara
JALISCO,M,GDM980224UY4,"Galilea 2000, A.C.","Av. Alcalde Núm 572, Col. Centro, C.P. 44100, Guadalajara, Jalisco",María Enugenia Casillas de Pérez,3336335303,,,,44100,Guadalajara
JALISCO,A,GDM980224UY4,"Galilea 2000, A.C.","Av. Alcalde Núm 572, Col. Centro, C.P. 44100, Guadalajara, Jalisco",María Enugenia Casillas de Pérez,3336335303,,,,44100,Guadalajara
JALISCO,A,GES9505162N4,"Mi Gran Esperanza, A.C.","Juan Álvarez Núm 237, Col. Barranquitas, C.P. 44170, Guadalajara, Jalisco",José Pérez Ramírez,3336149293,MGE@MGE.ORG.MX,,,44170,Guadalajara
JALISCO,A,HCA910620K18,"Hogares de la Caridad, A.C.","Hidalgo Núm 668, Col. Sector Hidalgo, C.P. 44100, Guadalajara, Jalisco",Francisco Javier de la O. Alatorre,,,,,44100,Guadalajara
JALISCO,A,HTR0510188C3,"Hogares Trinitarios, A.C.","Pablo Valdez Núm 1525, Col. El Mirador, C.P. 44370, Guadalajara, Jalisco",Silvia Susana Lua Nava,3336370189,susalu29@yahoo.com,,,44370,Guadalajara
JALISCO,M,ICA150723V81,"Innovación en Ciencias y Artes, A.C.","Justo Sierra Núm 3152, Col. Vallarta San Jorge, C.P. 44690, Guadalajara, Jalisco",Felipe Eduardo Castro Ahirada,3316686305,felipe.castro@feciar.org,,,44690,Guadalajara
JALISCO,C,ICA150723V81,"Innovación en Ciencias y Artes, A.C.","Justo Sierra Núm 3152, Col. Vallarta San Jorge, C.P. 44690, Guadalajara, Jalisco",Felipe Eduardo Castro Ahirada,3316686305,felipe.castro@feciar.org,,,44690,Guadalajara
JALISCO,B,ICI980120GR2,"Instituto de Comunicación Internacional de México, A.C.","Avenida Hidalgo Núm 1420, Col. Ladrón de Guevara, C.P. 44600, Guadalajara, Jalisco",Oliver Schmidt,3338254208,ici@ici.edu.mx,,,44600,Guadalajara
JALISCO,B,IEG621016SE0,"Institutos Educativos de Guadalajara, A.C.","San Miguel Núm 506, Col. Chapalita, C.P. 44510, Guadalajara, Jalisco",Martha Elena Huerta Leal,3314043333,dfrc@prodigy.net.mx,,,44510,Guadalajara
JALISCO,D,IFM681105LIA,"Instituto Franco Mexicano, A.C.","López Cotilla Núm 1199, Col. Americana, C.P. 44160, Guadalajara, Jalisco",Jean Pierre Vachez Plagnol,3338252140,alianzafrancesa.cont@gmail.com,,,44160,Guadalajara
JALISCO,A,IMS8709185N9,"Instituto de Misioneros Seglares, A.C.","Libertad Núm 1615, Col. Americana, C.P. 44160, Guadalajara, Jalisco",José Jiménez Hurtado,3338270775,,,,44160,Guadalajara
JALISCO,D,INF050113828,"Infolectura, A.C.","Belén Núm 131, Col. Gudalupana, C.P. 44220, Guadalajara, Jalisco",David Solórzano Álvarez del Castillo Carlos Francisco Flores de la Torre,0133 36136316,cflores@informador.com.mx,,,44220,Guadalajara
JALISCO,A,IRI101020QD2,"Instituto Ríe, A.C.","Manzanares Núm 2130, Col. Jardines del Country, C.P. 44210, Guadalajara, Jalisco",Lizette Sánchez Hernández,15 22 78 96  y 78 55,institutirie@hotmail.com,,,44210,Guadalajara
JALISCO,B,IRO7105012S6,"Instituto Rougier, A.C.","Cerro de la Campana Núm 2431, Col. Esperanza, C.P. 44300, Guadalajara, Jalisco",Ma. de la Luz Martínez Martínez,36511778,Josecruz1950@hotmail.com,,,44300,Guadalajara
JALISCO,B,ISD730221Q29,"Instituto Santos Degollado, A.C.","Amado Aguirre Núm 480, Col. Jardines Alcalde, C.P. 44298, Guadalajara, Jalisco",Leticia Prado Lara,38 24 06 68,josecruz1950@hotmail.com,,,44298,Guadalajara
JALISCO,A,JBS080611FIA,"Juntos por el Bienestar Social, A.C.","Getsemaní Núm 3585, Col. Hermosa Provincia, C.P. 44770, Guadalajara, Jalisco",Rocío Aguilar Tejeda,333 644 83,rocio_trabajosocial@hotmail.com,,,44770,Guadalajara
JALISCO,B,JNT820929UX6,"Jardín de Niños Tzitlacalli, A.C.","Módena Núm 1121, Col. Fracc. Providencia, C.P. 44630, Guadalajara, Jalisco",Ana Domínguez Meneses,642 55 41,,,,44630,Guadalajara
JALISCO,H,JPR120912RT7,"Jovenes con Proyecto, A.C.","Rodrigo de Triana Núm 2928, Col. Vallarta Norte, C.P. 44690, Guadalajara, Jalisco",Ernesto José Amescua Hernández Chávez,,,,,44690,Guadalajara
JALISCO,A,LAL140319KZ2,"Luz y Amor Latiendo con un Mismo Corazón, A. C.","Amado Nervo Núm 996-C, Col. La Gloria, C.P. 47670, Tepatitlán de Morelos, Jalisco",Víctor Napoleón García Sandoval,3787014993,victoraxxel.vg@gmail.com,,,47670,Tepatitlán de Morelos
JALISCO,B,LBO960320DJ4,"Liceo del Bosque, A.C.","Rinconada de la Floresta Núm 400, Col. Rinconada del Bosque, C.P. 44530, Guadalajara, Jalisco",Pedro Ernesto González Limón y González,3336155085,romanortega@hotmail.com,,,44530,Guadalajara
JALISCO,E,LCA141208CI4,"Libertad de Catedra, A. C.","José Guadalupe Montenegro Núm 1653, Col. Americana, C.P. 44160, Guadalajara, Jalisco",Santos Magaña Moya,3314797979,lorena.jimenez@edu.uag.mx,,,44160,Guadalajara
JALISCO,M,LEN131011ID8,"Lenam, A.C.","Altamiras Núm 2 - A, Col. Camichines, C.P. 48510, Cocula, Jalisco",Jesús Acosta Velázquez,,,,,48510,Cocula
JALISCO,A,LEN131011ID8,"Lenam, A.C.","Altamiras Núm 2 - A, Col. Camichines, C.P. 48510, Cocula, Jalisco",Jesús Acosta Velázquez,,,,,48510,Cocula
JALISCO,B,LSI010913IWA,"Líderes del Siglo, A.C.","Niños Héroes Núm 355, Col. Las Liebres, C.P. 45623, Guadalajara, Jalisco",Arturo Vizacarra Esparza,3330012100,a.vizcarra@asintur.net,,,45623,Guadalajara
JALISCO,M,LSI010913IWA,"Líderes del Siglo, A.C.","Niños Héroes Núm 355, Col. Las Liebres, C.P. 45623, Guadalajara, Jalisco",Arturo Vizacarra Esparza,3330012100,a.vizcarra@asintur.net,,,45623,Guadalajara
JALISCO,H,LVA091214PRA,"Lumen Vitae, A.C.","Barlovento Núm 2596, Col. Bosques de la Victoria, C.P. 44540, Guadalajara, Jalisco",Javier Ignacio de la Garza Noble,36789135,jdelagarza@lumenvitae.org,,,44540,Guadalajara
JALISCO,A,LVA150401P53,"Luz de Vida al Adulto Mayor, A.C.","Loma Atemajac Núm 317 - 304, Col. Loma Dorada, C.P. 45402, Tonalá, Jalisco",Luz María Silvia Esquivel,16392204,luzmanasilvia80@yahoo.com.mx,,,45402,Tonalá
JALISCO,M,LVA150401P53,"Luz de Vida al Adulto Mayor, A.C.","Loma Atemajac Núm 317 - 304, Col. Loma Dorada, C.P. 45402, Tonalá, Jalisco",Luz María Silvia Esquivel,16392204,luzmanasilvia80@yahoo.com.mx,,,45402,Tonalá
JALISCO,M,MAM010228880,"Mar Adentro de México, A.C.","Córdoba Núm 2424 - 1, Col. Providencia 1a, 2a y 3a sección, C.P. 44630, Guadalajara, Jalisco",Roberto Hemuda Guerra,3336155840,robertohemuda@hotmail.com,,,44630,Guadalajara
JALISCO,A,MAM010228880,"Mar Adentro de México, A.C.","Córdoba Núm 2424 - 1, Col. Providencia 1a, 2a y 3a sección, C.P. 44630, Guadalajara, Jalisco",Roberto Hemuda Guerra,3336155840,robertohemuda@hotmail.com,,,44630,Guadalajara
JALISCO,A,MAM8804204P0,"Movimiento de Apoyo a Menores Abandonados Mama, A.C.","Libertad Núm 1416, Col. Americana, C.P. 44160, Guadalajara, Jalisco",Elena Ló López Mejía,25-25-76,,,,44160,Guadalajara
